USER ID,TEAM,DATE,RATING,REMINDER
UC5KUV666,DevTeam08,Wed Oct 17 2018 15:21:41 GMT+1300 (New Zealand Daylight Time),Happy,
UC5KUV666,DevTeam08,Wed Oct 17 2018 15:27:01 GMT+1300 (New Zealand Daylight Time),Happy,
UC5GQEJP3,DevTeam08,Wed Oct 17 2018 17:36:32 GMT+1300 (New Zealand Daylight Time),Neutrual,
UC5GQEJP3,DevTeam08,Wed Oct 17 2018 18:29:11 GMT+1300 (New Zealand Daylight Time),Very Happy,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),Very Happy,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
