USER ID,TEAM,DATE,RATING,REMINDER
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),,
UC5KUV666,DevTeam08,Wed Oct 17 2018 15:21:41 GMT+1300 (New Zealand Daylight Time),Happy,
UC5KUV666,DevTeam08,Wed Oct 17 2018 15:27:01 GMT+1300 (New Zealand Daylight Time),Happy,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),Happy,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),Very Happy,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
DateTest,DevTeam08,Wed Oct 17 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
