USER ID,TEAM,DATE,RATING,REMINDER
UC5KUV666,DevTeam08,Wed Oct 17 2018 15:21:41 GMT+1300 (New Zealand Daylight Time),Neutrual,
UC5KUV666,DevTeam08,Wed Oct 17 2018 15:27:01 GMT+1300 (New Zealand Daylight Time),Happy,
CCTQ8NXCP,DevTeam08,Wed Oct 17 2018 15:52:26 GMT+1300 (New Zealand Daylight Time),A bit unhappy,
CCTQ8NXCP,DevTeam08,Wed Oct 17 2018 15:54:38 GMT+1300 (New Zealand Daylight Time),A bit unhappy,
UC5GQEJP3,DevTeam08,Wed Oct 17 2018 16:00:58 GMT+1300 (New Zealand Daylight Time),A bit unhappy,
UC5GQEJP3,DevTeam08,Wed Oct 17 2018 16:02:05 GMT+1300 (New Zealand Daylight Time),Very unhappy,
UC5GQEJP3,DevTeam08,Wed Oct 17 2018 16:02:20 GMT+1300 (New Zealand Daylight Time),Neutrual,
UC5KUV666,DevTeam08,Wed Oct 17 2018 16:02:52 GMT+1300 (New Zealand Daylight Time),,
UC5GQEJP3,DevTeam08,Wed Oct 17 2018 16:09:05 GMT+1300 (New Zealand Daylight Time),Very unhappy,
UC5KUV666,DevTeam08,Wed Oct 17 2018 17:02:16 GMT+1300 (New Zealand Daylight Time),Very Happy,
