USER ID,TEAM,DATE,RATING,REMINDER
UC5GQEJP3,DevTeam08,Wed Oct 10 2018 14:14:01 GMT+1300 (New Zealand Daylight Time),Happy,
DateTest,DevTeam08,Wed Oct 10 2018 13:00:00 GMT+1300 (New Zealand Daylight Time),NA,
CCTQ8NXCP,DevTeam08,Wed Oct 10 2018 15:48:07 GMT+1300 (New Zealand Daylight Time),Neutrual,
CCTQ8NXCP,DevTeam08,Wed Oct 10 2018 16:18:01 GMT+1300 (New Zealand Daylight Time),Very Happy,
CCTQ8NXCP,DevTeam08,Wed Oct 10 2018 17:44:57 GMT+1300 (New Zealand Daylight Time),Very Happy,
CCTQ8NXCP,DevTeam08,Wed Oct 10 2018 17:45:44 GMT+1300 (New Zealand Daylight Time),Very Happy,
CCTQ8NXCP,DevTeam08,Wed Oct 10 2018 17:52:48 GMT+1300 (New Zealand Daylight Time),Neutrual,
CCTQ8NXCP,DevTeam08,Wed Oct 10 2018 17:59:30 GMT+1300 (New Zealand Daylight Time),Neutrual,
CCTQ8NXCP,DevTeam08,Wed Oct 10 2018 18:01:00 GMT+1300 (New Zealand Daylight Time),Happy,
CCTQ8NXCP,DevTeam08,Wed Oct 10 2018 18:02:18 GMT+1300 (New Zealand Daylight Time),Very Happy,
CCTQ8NXCP,DevTeam08,Wed Oct 10 2018 18:28:00 GMT+1300 (New Zealand Daylight Time),Happy,
CCTQ8NXCP,DevTeam08,Wed Oct 10 2018 18:32:07 GMT+1300 (New Zealand Daylight Time),Very Happy,
CCTQ8NXCP,DevTeam08,Wed Oct 10 2018 18:33:32 GMT+1300 (New Zealand Daylight Time),Neutrual,
CCTQ8NXCP,DevTeam08,Wed Oct 10 2018 18:36:48 GMT+1300 (New Zealand Daylight Time),Very Happy,
UC5GQEJP3,DevTeam08,Wed Oct 10 2018 18:37:11 GMT+1300 (New Zealand Daylight Time),Neutrual,
UC5GQEJP3,DevTeam08,Wed Oct 10 2018 18:40:38 GMT+1300 (New Zealand Daylight Time),Neutrual,
UC5GQEJP3,DevTeam08,Wed Oct 10 2018 22:34:04 GMT+1300 (New Zealand Daylight Time),Very unhappy,
UC5GQEJP3,DevTeam08,Wed Oct 10 2018 22:44:27 GMT+1300 (New Zealand Daylight Time),Neutrual,
UC5GQEJP3,DevTeam08,Wed Oct 10 2018 22:50:57 GMT+1300 (New Zealand Daylight Time),Happy,
UC5GQEJP3,DevTeam08,Wed Oct 10 2018 23:05:27 GMT+1300 (New Zealand Daylight Time),A bit unhappy,
UC5GQEJP3,DevTeam08,Wed Oct 10 2018 23:18:47 GMT+1300 (New Zealand Daylight Time),A bit unhappy,
UC5GQEJP3,DevTeam08,Wed Oct 10 2018 23:22:26 GMT+1300 (New Zealand Daylight Time),Neutrual,
UC5GQEJP3,DevTeam08,Wed Oct 10 2018 23:32:41 GMT+1300 (New Zealand Daylight Time),Happy,
